seed,radius,duration,noa,snr,F1_score,roc_auc
22,2,10,450,20,0.7033189617755143,0.8405625671421809
23,2,10,450,20,0.6990169846440205,0.8394129347244639
24,2,10,450,20,0.7016784910884236,0.8455035820895689
25,2,10,450,20,0.6981467818237056,0.8452141922616561
26,2,10,450,20,0.69151492342877,0.8402913173368927
27,2,10,450,20,0.6934802730533379,0.8417843786111986
28,2,10,450,20,0.6971854472688254,0.8429940063517761
29,2,10,450,20,0.697773773541037,0.8431855928472818
30,2,10,450,20,0.6818569549062414,0.8239596885373917
31,2,10,450,20,0.7010958667702132,0.8439228923506267
32,2,10,450,20,0.6955267796017655,0.8477627429167351
33,2,10,450,20,0.7172591032019962,0.8535821414272683
34,2,10,450,20,0.7165590773917458,0.8603575208997684
35,2,10,450,20,0.7102045546734659,0.8482584245730445
36,2,10,450,20,0.7056778354128698,0.8449415052295115
37,2,10,450,20,0.7073549698685835,0.8521209490676331
38,2,10,450,20,0.7137908544097399,0.8615408395736441
39,2,10,450,20,0.702452127198683,0.8505018964570222
40,2,10,450,20,0.7170274926960821,0.8592779393688408
41,2,10,450,20,0.6983674937072996,0.8463341229389748
42,2,10,450,20,0.6985445180705461,0.8470984792488016
43,2,10,450,20,0.7040865002385117,0.8401643658636537
44,2,10,450,20,0.7062554553389584,0.8562858491887364
45,2,10,450,20,0.709936316845503,0.85196727263771
46,2,10,450,20,0.7177389041491976,0.854773467555106
47,2,10,450,20,0.7039000378644453,0.8482471760625524
48,2,10,450,20,0.6832603938730853,0.8277638841580928
49,2,10,450,20,0.6951122201749678,0.8413143416828968
50,2,10,450,20,0.6862750757685092,0.8369541546382865
1,2,10,450,25,0.7279080219796152,0.8684446614488734
2,2,10,450,25,0.7508398575486253,0.8709457929121057
3,2,10,450,25,0.7436376142281615,0.8779620307476467
4,2,10,450,25,0.7346850045651512,0.8745257356836477
5,2,10,450,25,0.7348513052672335,0.8718197613583735
6,2,10,450,25,0.727275374981797,0.8610311672193084
7,2,10,450,25,0.743249244345123,0.8672311365140666
8,2,10,450,25,0.7218571675600899,0.8537003569035743
9,2,10,450,25,0.7343014128728415,0.8742751301803179
10,2,10,450,25,0.7427712099103659,0.8748847526448934
11,2,10,450,25,0.7419094093344909,0.875410076730873
12,2,10,450,25,0.7221856295999313,0.8611692425452486
13,2,10,450,25,0.7306245187907666,0.8681832963776261
14,2,10,450,25,0.7347513202948175,0.863268435900589
15,2,10,450,25,0.7522339795874176,0.8879646744758374
16,2,10,450,25,0.7534573199809251,0.8834952315197568
17,2,10,450,25,0.7303117131197361,0.8572088828599401
18,2,10,450,25,0.7309814798763399,0.8590382359695394
19,2,10,450,25,0.7379106735118311,0.8663886898932389
20,2,10,450,25,0.7449917850863287,0.8829764188782295
21,2,10,450,25,0.752497643732328,0.8773679303600782
22,2,10,450,25,0.7314737116236002,0.8524860070118747
23,2,10,450,25,0.7448813401582132,0.8681453754942958
24,2,10,450,25,0.7409586433639038,0.8713805347935346
25,2,10,450,25,0.7261837593854433,0.8611547484710769
26,2,10,450,25,0.7419737718206294,0.8750290941421979
27,2,10,450,25,0.7448223996297582,0.8801561286783159
28,2,10,450,25,0.7366558879399098,0.865863921271912
29,2,10,450,25,0.742182050685887,0.868751077976212
30,2,10,450,25,0.71855075397227,0.8528692858703357
31,2,10,450,25,0.7436649696551327,0.8714431290512975
32,2,10,450,25,0.7435072028898956,0.8802332086887485
33,2,10,450,25,0.7504295725193121,0.8797407929696546
34,2,10,450,25,0.737796474940161,0.8707216457065643
35,2,10,450,25,0.7572579243205656,0.8839882799364688
36,2,10,450,25,0.7246880695359597,0.8583139090556258
37,2,10,450,25,0.7281202352428665,0.8649857427901338
38,2,10,450,25,0.753329951445757,0.8859905858745922
39,2,10,450,25,0.7436097391907114,0.8757899079204403
40,2,10,450,25,0.740969361000824,0.8757172435400202
41,2,10,450,25,0.7399065084501978,0.8704941059421774
42,2,10,450,25,0.7452183222894181,0.8811707102199512
43,2,10,450,25,0.7410919498691799,0.8669488692569193
44,2,10,450,25,0.7505091649694501,0.8767610960253377
45,2,10,450,25,0.7371252435371776,0.8690254343838828
46,2,10,450,25,0.7502096284516409,0.8757368282735052
47,2,10,450,25,0.7473567704540821,0.8761561867639591
48,2,10,450,25,0.7173212023494184,0.8491948701709722
49,2,10,450,25,0.7198340273042494,0.8567451082369093
50,2,10,450,25,0.7238273921200751,0.8617251715227332
