machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
1,4,0.04081632653061224,0.3700707785642063,0.12010443864229765,0.9436435124508519,0.7978515634440723,0.8183688364921236
