machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
1,8,0.028423772609819122,0.41741988496302385,0.8261538461538461,0.884125144843569,0.820629493385435,0.8537443754825668
