machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,5,0.035327777086702324,0.4478178368121442,0.035327777086702324,0.684887459807074,0.9261159189537972,0.932634606982824
