machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,5,0.0734337237404722,0.44424131627056673,0.07896932060431922,0.6640502354788069,0.9305439773824551,0.9322092163266871
