machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,10,0.14207175925925927,0.3969035890218156,0.15076679386564906,0.9579139981701739,0.8698583766877959,0.8933428346644391
