machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
2,1,0.22865013774104684,0.2986270022883295,0.9527687296416938,0.8806925103500188,0.7633149901263913,0.770394883634095
