machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
2,3,0.3194630872483222,0.463768115942029,0.5951327433628318,0.6658415841584159,0.9732683278359614,0.9788364407506055
