machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
1,1,0.31593338304747703,0.28500155908949176,0.5690146794804097,0.9846778659774783,0.865529471837459,0.8942474597562305
