machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,7,0.03231066782964845,0.17728055077452667,0.0329074572544262,0.5813797722705961,0.8254425118834219,0.8415519836239347
