machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
2,8,0.08396533044420368,0.8978328173374613,0.08707409410492158,0.9498525073746312,0.999776268764534,0.9996248280461878
