machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,1,0.021270718232044197,0.27852998065764023,0.021270718232044197,0.5141903171953256,0.8647712177931958,0.8869200854090962
