machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
2,6,0.029093903317665627,0.25481209899175067,0.029093903317665627,0.5989698307579102,0.8798369918988985,0.8813616533202921
