machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
1,7,0.18378999808392413,0.2980605648179653,0.18378999808392413,0.9783496732026143,0.6237878561414447,0.8222675742626501
