machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,2,0.08517295324178689,0.08226792662590328,0.09584719761462339,0.7791932059447984,0.5662625546030597,0.5485091719411611
