machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
2,7,0.004784688995215311,0.45037037037037037,0.014285714285714285,0.8824786324786325,0.9214546143058919,0.9184563685449252
