machine_id,channel_id,raw_f1,likelihood_raw_f1,PA_f1,likelihood_PA_f1,au_roc,likelihood_au_roc
3,3,0.2048252092565239,0.24685883222468588,0.5148676171079429,0.6880530973451328,0.8601503394310025,0.8666729260088147
