seed,radius,duration,noa,F1_score,roc_auc
1,1,1,100,0.2225988700564971,0.7876446806895684
2,1,1,100,0.1833520809898762,0.7448436431803901
3,1,1,100,0.1949295774647887,0.7831999053560872
4,1,1,100,0.2163380281690141,0.7967335276632461
5,1,1,100,0.2147273749297358,0.7691955738996847
6,1,1,100,0.1938375350140056,0.7693027170681848
7,1,1,100,0.218978102189781,0.8077078935231801
8,1,1,100,0.1914301613800779,0.7767294899397706
9,1,1,100,0.1967397414277684,0.7597318908567214
10,1,1,100,0.1869369369369369,0.7539397191590252
11,1,1,100,0.2133632790567097,0.7617310090625624
12,1,1,100,0.2387892376681614,0.8238403763674367
13,1,1,100,0.1838565022421524,0.7525498113412417
14,1,1,100,0.1907968574635241,0.7456342659429284
15,1,1,100,0.1679819616685456,0.7841440898778101
16,1,1,100,0.2046093310848791,0.7667269586197459
17,1,1,100,0.196961170512099,0.7794905577294715
18,1,1,100,0.1866216975829117,0.7571580671053643
19,1,1,100,0.1763054463784391,0.7564245983355047
20,1,1,100,0.1692047377326565,0.752262862301602
21,1,1,100,0.2019176536943034,0.7756322346420202
22,1,1,100,0.1791549295774648,0.7350798109456324
23,1,1,100,0.1974055273547659,0.8023557928612007
24,1,1,100,0.2163380281690141,0.7845816185026978
25,1,1,100,0.2152466367713004,0.7911280504356795
26,1,1,100,0.1744513224535734,0.7699473609637862
27,1,1,100,0.2019176536943034,0.7766814127519055
28,1,1,100,0.2036933407946278,0.7621246203276949
29,1,1,100,0.1751412429378531,0.779779217199385
30,1,1,100,0.2185915492957746,0.7964931596964142
31,1,1,100,0.2043795620437956,0.7721515065013937
32,1,1,100,0.2652490207050923,0.8326456498599134
33,1,1,100,0.2081447963800905,0.77267024592408
34,1,1,100,0.1994366197183098,0.7880462666857566
35,1,1,100,0.1889763779527559,0.7897463459846162
36,1,1,100,0.1770308123249299,0.7976183832197347
37,1,1,100,0.213527110117384,0.7857441644624076
38,1,1,100,0.1938028169014084,0.7655976235385966
39,1,1,100,0.1943820224719101,0.7357894007673978
40,1,1,100,0.2063937184520471,0.7740733673906622
41,1,1,100,0.1971046770601336,0.7702198231198423
42,1,1,100,0.2249443207126948,0.8035203728510681
43,1,1,100,0.1764044943820224,0.7564737199011977
44,1,1,100,0.1824324324324324,0.7544425168144079
45,1,1,100,0.2334455667789001,0.8055744561652086
46,1,1,100,0.2239641657334826,0.7918199389705385
47,1,1,100,0.2329227323628219,0.7995114494926113
48,1,1,100,0.2053017484489565,0.7926658587473243
49,1,1,100,0.1927170868347339,0.7931850878189469
