seed,radius,duration,noa,amplitude,F1_score,roc_auc
1,2,10,450,1.0,0.8581038957273136,0.9369625196149838
2,2,10,450,1.0,0.869731966492207,0.945253812586198
3,2,10,450,1.0,0.8304720728814273,0.9359166636273792
4,2,10,450,1.0,0.8696395704410081,0.9525302997107448
5,2,10,450,1.0,0.8949382734434335,0.9578964097361756
6,2,10,450,1.0,0.8296199213630406,0.9339644904710336
7,2,10,450,1.0,0.8615468362771642,0.9336469741718256
8,2,10,450,1.0,0.8350913597325494,0.9244047723927088
9,2,10,450,1.0,0.8332585781565374,0.9350107842200656
10,2,10,450,1.0,0.8814210416604628,0.9496715976703036
11,2,10,450,1.0,0.8716582342903332,0.946981026427608
12,2,10,450,1.0,0.8815544545949197,0.9493997668940806
13,2,10,450,1.0,0.856080305649578,0.9443513364934292
14,2,10,450,1.0,0.8794614357843422,0.944640262516032
15,2,10,450,1.0,0.8680688888568088,0.951772415621841
16,2,10,450,1.0,0.8729732951835956,0.9444378337266196
17,2,10,450,1.0,0.8628114960493184,0.9296660959802764
18,2,10,450,1.0,0.8524168616913698,0.937827093142527
19,2,10,450,1.0,0.8483253101412179,0.9348788907675842
20,2,10,450,1.0,0.8710979160061108,0.9550183058767268
21,2,10,450,1.0,0.8824476183571377,0.9526576811142172
22,2,10,450,1.0,0.8649266471830782,0.9335658358910524
23,2,10,450,1.0,0.8644427640763146,0.9385743277778652
24,2,10,450,1.0,0.8574724577493222,0.9401527363268696
25,2,10,450,1.0,0.8537245200584466,0.9359729801550638
26,2,10,450,1.0,0.8732015169498886,0.9439346950569598
27,2,10,450,1.0,0.8617378225153304,0.944917532187088
28,2,10,450,1.0,0.8738018937691225,0.9443335934623024
29,2,10,450,1.0,0.8866542664496628,0.9563701967851594
30,2,10,450,1.0,0.8505790333540562,0.931318063535738
31,2,10,450,1.0,0.8897517761095292,0.9548492737531172
32,2,10,450,1.0,0.8759995921518361,0.9529925373107526
33,2,10,450,1.0,0.8454883679232597,0.932553222332866
34,2,10,450,1.0,0.8677739899905709,0.9499397002900192
35,2,10,450,1.0,0.8830329721272527,0.94952786771551
36,2,10,450,1.0,0.8587971400532736,0.94574620206064
37,2,10,450,1.0,0.8800987439192623,0.950950284066916
38,2,10,450,1.0,0.8949344155373578,0.9589110360894632
39,2,10,450,1.0,0.8602085319007596,0.9413722697637024
40,2,10,450,1.0,0.8591504981646565,0.9396613773354984
41,2,10,450,1.0,0.8711686443725278,0.9485747897196136
42,2,10,450,1.0,0.8572296652102201,0.946910460792506
43,2,10,450,1.0,0.8632966651729571,0.9435731839893706
44,2,10,450,1.0,0.87829502473087,0.9524564708224932
45,2,10,450,1.0,0.8894704702084969,0.9574952635141905
46,2,10,450,1.0,0.8824924100043371,0.952866672190237
47,2,10,450,1.0,0.8414353537412984,0.9334422843828762
48,2,10,450,1.0,0.8448980767016008,0.9347926787927668
49,2,10,450,1.0,0.8581542791649136,0.9394658039914352
50,2,10,450,1.0,0.8698802135950353,0.9476471789843046
1,2,10,450,1.5,0.8774737940933409,0.9524879195876442
2,2,10,450,1.5,0.8986836224173479,0.959877439749613
3,2,10,450,1.5,0.8586027316497986,0.9489589167024736
4,2,10,450,1.5,0.8705670932305329,0.9525547675668364
5,2,10,450,1.5,0.911110780181978,0.9640786059105356
6,2,10,450,1.5,0.8662006698703947,0.9475692193154578
7,2,10,450,1.5,0.8714885326686436,0.9405726896623068
8,2,10,450,1.5,0.854516110438642,0.9350712628897456
9,2,10,450,1.5,0.8833819241982507,0.9592051461995068
10,2,10,450,1.5,0.901015455168101,0.9597501100600576
11,2,10,450,1.5,0.8733347304134359,0.9473911047952652
12,2,10,450,1.5,0.8938973051920158,0.9539790844297048
13,2,10,450,1.5,0.8762729346136525,0.9568906436272032
14,2,10,450,1.5,0.8921420695258546,0.952362473725714
15,2,10,450,1.5,0.8850456901156328,0.9629287041935196
16,2,10,450,1.5,0.8681449690033382,0.9455905270249434
17,2,10,450,1.5,0.8804954994066742,0.941036624853422
18,2,10,450,1.5,0.8601600647193088,0.9432689318401408
19,2,10,450,1.5,0.8604255442923835,0.940343430970226
20,2,10,450,1.5,0.8816187703571325,0.961149538157051
21,2,10,450,1.5,0.8829116218371638,0.9511097550963484
22,2,10,450,1.5,0.8652449434300761,0.932853956414213
23,2,10,450,1.5,0.8719753373662168,0.9403931248040612
24,2,10,450,1.5,0.8647113110688124,0.9427477665901196
25,2,10,450,1.5,0.8728209134441502,0.948490915155916
26,2,10,450,1.5,0.8860261123816692,0.9515457459687228
27,2,10,450,1.5,0.8934976281383779,0.9635577488298256
28,2,10,450,1.5,0.8860983425895045,0.9508770157088072
29,2,10,450,1.5,0.8981050918391071,0.9625442357902472
30,2,10,450,1.5,0.8584729712145965,0.937234634130135
31,2,10,450,1.5,0.9045646733971868,0.9606877696127992
32,2,10,450,1.5,0.8962172082793177,0.9662438727749876
33,2,10,450,1.5,0.8841274821820789,0.9522442480657356
34,2,10,450,1.5,0.8627837818234568,0.9447577439515944
35,2,10,450,1.5,0.8839891058700817,0.957344722609426
36,2,10,450,1.5,0.8760970138791533,0.95005077825368
37,2,10,450,1.5,0.8929354534233646,0.9593530345090546
38,2,10,450,1.5,0.899427494745996,0.9650602095231064
39,2,10,450,1.5,0.8836033850330705,0.9526660109463784
40,2,10,450,1.5,0.905266312083302,0.9625673325485476
41,2,10,450,1.5,0.879165767709457,0.951738650253567
42,2,10,450,1.5,0.869903643045227,0.9519507508395922
43,2,10,450,1.5,0.8725480275806242,0.9468206027310668
44,2,10,450,1.5,0.8895548443409951,0.9568589566220878
45,2,10,450,1.5,0.8947628602169299,0.9602792228615932
46,2,10,450,1.5,0.905999710857308,0.9662199617461972
47,2,10,450,1.5,0.866192875658987,0.9469198454901604
48,2,10,450,1.5,0.8603305309224922,0.942691434820278
49,2,10,450,1.5,0.8606496728422824,0.9411710120801672
50,2,10,450,1.5,0.8742098426901429,0.9492794551281212
1,2,10,450,2.0,0.8599596943731606,0.9382690951238396
2,2,10,450,2.0,0.8927433424167712,0.9587442395175336
3,2,10,450,2.0,0.8577043473378346,0.9477269625453996
4,2,10,450,2.0,0.8658135389342183,0.952792936465408
5,2,10,450,2.0,0.9143274113564952,0.9660674619315192
6,2,10,450,2.0,0.8693752730449978,0.9502668134899228
7,2,10,450,2.0,0.8695689544028535,0.9385952398897834
